FILIAL,UF_FILIAL,PRODUTO,DESCRICAO,ARMAZEM,QUANTIDADE
110102,JDI,PG24LP414SDM2,24 LV PROF PV APROVA MAIS 4O BI SAE MAT REV,01,366.0
110102,JDI,PG24LP414SDP1,24 LV PROF PV APROVA MAIS 4O BI SAE PORTUGUES LIVR,01,352.0
110102,JDI,PG24LP414SDP2,24 LV PROF PV APROVA MAIS 4O BI SAE POR REV,01,350.0
110102,JDI,PG24LP414SDQ1,24 LV PROF PV APROVA MAIS 4O BI SAE QUIMICA LIVRO,01,384.0
110102,JDI,PG24LP414SDQ2,24 LV PROF PV APROVA MAIS 4O BI SAE QUI REV,01,385.0
110102,JDI,PG24LP455SD00,24 LV PROF INF COORDENACAO ANUAL SAE,01,55.0
110102,JDI,PG24LP465SD00,24 LV PROF EF1 COORDENACAO ANUAL SAE,01,4.0
110102,JDI,PG24LP475SD00,24 LV PROF EF2 COORDENACAO ANUAL SAE,01,9.0
110102,JDI,PG24LP485SD00,24 LV PROF EM COORDENACAO ANUAL SAE,01,123.0
110104,FOR,PG25AA315ST00,AGENDA EF2 E EM STATUS,01,249.0
110102,JDI,PG25BA135SD0A,25 DATAS COMEMORATIVAS ALUNO INF 3 ANOS ANUAL AMP,01,1.0
110102,JDI,PG25BA145SD0A,25 DATAS COMEMORATIVAS ALUNO INF 4 ANOS ANUAL AMP,01,1.0
110102,JDI,PG25BA155SD0A,25 DATAS COMEMORATIVAS ALUNO INF 5 ANOS ANUAL AMP,01,3.0
110102,JDI,PG25CA217SDMA,25 CARTILHA ALUNO ANUAL SAE MATEMATICA VOL 2,01,1.0
110104,FOR,PG25CA217SDMA,25 CARTILHA ALUNO ANUAL SAE MATEMATICA VOL 2,01,1.0
110102,JDI,PG25CA217SDPA,25 CARTILHA ALUNO ANUAL SAE LETRAS VOL 2,01,1.0
110104,FOR,PG25CA217SDPA,25 CARTILHA ALUNO ANUAL SAE LETRAS VOL 2,01,1.0
110102,JDI,PG25CP155SDM1,25 CARTILHA PROFESSOR ANUAL SAE MATEMATICA VOL 1,01,696.0
110104,FOR,PG25CP155SDM1,25 CARTILHA PROFESSOR ANUAL SAE MATEMATICA VOL 1,01,814.0
110102,JDI,PG25CP155SDP1,25 CARTILHA PROFESSOR ANUAL SAE LETRAS VOL 1,01,1009.0
110104,FOR,PG25CP155SDP1,25 CARTILHA PROFESSOR ANUAL SAE LETRAS VOL 1,01,985.0
110102,JDI,PG25CP215SDM2,25 CARTILHA PROFESSOR ANUAL SAE MATEMATICA VOL 2,01,1018.0
110104,FOR,PG25CP215SDM2,25 CARTILHA PROFESSOR ANUAL SAE MATEMATICA VOL 2,01,921.0
110102,JDI,PG25CP215SDP2,25 CARTILHA PROFESSOR ANUAL SAE LETRAS VOL 2,01,1329.0
110104,FOR,PG25CP215SDP2,25 CARTILHA PROFESSOR ANUAL SAE LETRAS VOL 2,01,1160.0
110102,JDI,PG25FA146DB00,25 FICHA ALUNO INF 4 ANOS 1O VOL DB,01,578.0
110104,FOR,PG25FA146DB00,25 FICHA ALUNO INF 4 ANOS 1O VOL DB,01,165.0
110102,JDI,PG25FA146SD00,25 FICHA ALUNO INF 4 ANOS 1O VOL SAE,01,510.0
110104,FOR,PG25FA146SD00,25 FICHA ALUNO INF 4 ANOS 1O VOL SAE,01,199.0
110102,JDI,PG25FA156DB00,25 FICHA ALUNO INF 5 ANOS 1O VOL DB,01,336.0
110104,FOR,PG25FA156DB00,25 FICHA ALUNO INF 5 ANOS 1O VOL DB,01,193.0
110102,JDI,PG25FA156SD00,25 FICHA ALUNO INF 5 ANOS 1O VOL SAE,01,328.0
110104,FOR,PG25FA156SD00,25 FICHA ALUNO INF 5 ANOS 1O VOL SAE,01,124.0
110102,JDI,PG25FA156SD0A,25 FICHA ALUNO INF 5 ANOS 1O VOL SAE AMPLIADO,01,2.0
110102,JDI,PG25FA211DB00,25 FICHA ALUNO EF1 1O ANO 1O BI DB,01,375.0
110104,FOR,PG25FA211DB00,25 FICHA ALUNO EF1 1O ANO 1O BI DB,01,215.0
110102,JDI,PG25FA211SD00,25 FICHA ALUNO EF1 1O ANO 1O BI SAE,01,476.0
110104,FOR,PG25FA211SD00,25 FICHA ALUNO EF1 1O ANO 1O BI SAE,01,139.0
110102,JDI,PG25FA212DB00,25 FICHA ALUNO EF1 1O ANO 2O BI DB,01,48.0
110104,FOR,PG25FA212DB00,25 FICHA ALUNO EF1 1O ANO 2O BI DB,01,133.0
110102,JDI,PG25FA212SD00,25 FICHA ALUNO EF1 1O ANO 2O BI SAE,01,657.0
110104,FOR,PG25FA212SD00,25 FICHA ALUNO EF1 1O ANO 2O BI SAE,01,1238.0
110102,JDI,PG25FA221DB00,25 FICHA ALUNO EF1 2O ANO 1O BI DB,01,291.0
110104,FOR,PG25FA221DB00,25 FICHA ALUNO EF1 2O ANO 1O BI DB,01,133.0
110102,JDI,PG25FA221SD00,25 FICHA ALUNO EF1 2O ANO 1O BI SAE,01,691.0
110104,FOR,PG25FA221SD00,25 FICHA ALUNO EF1 2O ANO 1O BI SAE,01,183.0
110102,JDI,PG25FA222DB00,25 FICHA ALUNO EF1 2O ANO 2O BI DB,01,131.0
110104,FOR,PG25FA222DB00,25 FICHA ALUNO EF1 2O ANO 2O BI DB,01,155.0
110102,JDI,PG25FA222SD00,25 FICHA ALUNO EF1 2O ANO 2O BI SAE,01,1281.0
110104,FOR,PG25FA222SD00,25 FICHA ALUNO EF1 2O ANO 2O BI SAE,01,1279.0
110102,JDI,PG25FA231DB00,25 FICHA ALUNO EF1 3O ANO 1O BI DB,01,262.0
110104,FOR,PG25FA231DB00,25 FICHA ALUNO EF1 3O ANO 1O BI DB,01,171.0
110102,JDI,PG25FA231SD00,25 FICHA ALUNO EF1 3O ANO 1O BI SAE,01,1285.0
110104,FOR,PG25FA231SD00,25 FICHA ALUNO EF1 3O ANO 1O BI SAE,01,614.0
110102,JDI,PG25FA231SD0A,25 FICHA ALUNO EF1 3O ANO 1O BI SAE AMPLIADO,01,1.0
110102,JDI,PG25FA232DB00,25 FICHA ALUNO EF1 3O ANO 2O BI DB,01,404.0
110104,FOR,PG25FA232DB00,25 FICHA ALUNO EF1 3O ANO 2O BI DB,01,192.0
110102,JDI,PG25FA232SD00,25 FICHA ALUNO EF1 3O ANO 2O BI SAE,01,1162.0
110104,FOR,PG25FA232SD00,25 FICHA ALUNO EF1 3O ANO 2O BI SAE,01,1724.0
110102,JDI,PG25FA232SD0A,25 FICHA ALUNO EF1 3O ANO 2O BI SAE AMPLIADO,01,1.0
110102,JDI,PG25FA241DB00,25 FICHA ALUNO EF1 4O ANO 1O BI DB,01,386.0
110104,FOR,PG25FA241DB00,25 FICHA ALUNO EF1 4O ANO 1O BI DB,01,162.0
110102,JDI,PG25FA241SD00,25 FICHA ALUNO EF1 4O ANO 1O BI SAE,01,662.0
110104,FOR,PG25FA241SD00,25 FICHA ALUNO EF1 4O ANO 1O BI SAE,01,202.0
110102,JDI,PG25FA242DB00,25 FICHA ALUNO EF1 4O ANO 2O BI DB,01,298.0
110104,FOR,PG25FA242DB00,25 FICHA ALUNO EF1 4O ANO 2O BI DB,01,225.0
110102,JDI,PG25FA242SD00,25 FICHA ALUNO EF1 4O ANO 2O BI SAE,01,954.0
110104,FOR,PG25FA242SD00,25 FICHA ALUNO EF1 4O ANO 2O BI SAE,01,1520.0
110102,JDI,PG25FA242SD0A,25 FICHA ALUNO EF1 4O ANO 2O BI SAE AMPLIADO,01,1.0
110104,FOR,PG25FA242SD0A,25 FICHA ALUNO EF1 4O ANO 2O BI SAE AMPLIADO,01,1.0
110102,JDI,PG25FA251DB00,25 FICHA ALUNO EF1 5O ANO 1O BI DB,01,308.0
110104,FOR,PG25FA251DB00,25 FICHA ALUNO EF1 5O ANO 1O BI DB,01,101.0
110102,JDI,PG25FA251SD00,25 FICHA ALUNO EF1 5O ANO 1O BI SAE,01,377.0
110104,FOR,PG25FA251SD00,25 FICHA ALUNO EF1 5O ANO 1O BI SAE,01,113.0
110104,FOR,PG25FA251SD0A,25 FICHA ALUNO EF1 5O ANO 1O BI SAE AMPLIADO,01,1.0
110102,JDI,PG25FA252DB00,25 FICHA ALUNO EF1 5O ANO 2O BI DB,01,145.0
110104,FOR,PG25FA252DB00,25 FICHA ALUNO EF1 5O ANO 2O BI DB,01,178.0
110102,JDI,PG25FA252SD00,25 FICHA ALUNO EF1 5O ANO 2O BI SAE,01,1189.0
110104,FOR,PG25FA252SD00,25 FICHA ALUNO EF1 5O ANO 2O BI SAE,01,2053.0
110104,FOR,PG25FA252SD0A,25 FICHA ALUNO EF1 5O ANO 2O BI SAE AMPLIADO,01,1.0
110102,JDI,PG25FA261DB00,25 FICHA ALUNO EF2 6O ANO 1O BI DB,01,345.0
110104,FOR,PG25FA261DB00,25 FICHA ALUNO EF2 6O ANO 1O BI DB,01,242.0
110102,JDI,PG25FA261SD00,25 FICHA ALUNO EF2 6O ANO 1O BI SAE,01,551.0
110104,FOR,PG25FA261SD00,25 FICHA ALUNO EF2 6O ANO 1O BI SAE,01,205.0
110102,JDI,PG25FA261SD0A,25 FICHA ALUNO EF2 6O ANO 1O BI SAE AMPLIADO,01,1.0
110104,FOR,PG25FA261SD0A,25 FICHA ALUNO EF2 6O ANO 1O BI SAE AMPLIADO,01,1.0
110102,JDI,PG25FA262DB00,25 FICHA ALUNO EF2 6O ANO 2O BI DB,01,111.0
110104,FOR,PG25FA262DB00,25 FICHA ALUNO EF2 6O ANO 2O BI DB,01,266.0
110102,JDI,PG25FA262SD00,25 FICHA ALUNO EF2 6O ANO 2O BI SAE,01,516.0
110104,FOR,PG25FA262SD00,25 FICHA ALUNO EF2 6O ANO 2O BI SAE,01,700.0
110104,FOR,PG25FA262SD0A,25 FICHA ALUNO EF2 6O ANO 2O BI SAE AMPLIADO,01,1.0
110102,JDI,PG25FP211SD00,25 FICHA PROF EF1 1O ANO 1O BI SAE,01,532.0
110104,FOR,PG25FP211SD00,25 FICHA PROF EF1 1O ANO 1O BI SAE,01,590.0
110102,JDI,PG25FP212SD00,25 FICHA PROF EF1 1O ANO 2O BI SAE,01,162.0
110104,FOR,PG25FP212SD00,25 FICHA PROF EF1 1O ANO 2O BI SAE,01,534.0
110102,JDI,PG25FP221SD00,25 FICHA PROF EF1 2O ANO 1O BI SAE,01,201.0
110104,FOR,PG25FP221SD00,25 FICHA PROF EF1 2O ANO 1O BI SAE,01,282.0
110102,JDI,PG25FP222SD00,25 FICHA PROF EF1 2O ANO 2O BI SAE,01,237.0
110104,FOR,PG25FP222SD00,25 FICHA PROF EF1 2O ANO 2O BI SAE,01,355.0
110102,JDI,PG25LA116DB00,25 LV ALUNO INF 1 ANO 1O VOL DOM BOSCO,01,81.0
110104,FOR,PG25LA116DB00,25 LV ALUNO INF 1 ANO 1O VOL DOM BOSCO,01,51.0
110104,FOR,PG25LA116DL00,25 LV ALUNO INF 1 ANO 1O VOL DOM BOSCO BALSA,01,5.0
110102,JDI,PG25LA116RV00,25 LV ALUNO INF 1 ANO 1O VOL REDE VIVO,01,57.0
110102,JDI,PG25LA116SD00,25 LV ALUNO INF 1 ANO 1O VOL SAE,01,38.0
110104,FOR,PG25LA116SD00,25 LV ALUNO INF 1 ANO 1O VOL SAE,01,80.0
110104,FOR,PG25LA116SE00,25 LV ALUNO INF 1 ANO 1O VOL SECULO,01,22.0
110102,JDI,PG25LA116ZU00,25 LV ALUNO INF 1 ANO 1O VOL CELLULA MATER,01,10.0
110102,JDI,PG25LA126DB00,25 LV ALUNO INF 2 ANOS 1O VOL DB,01,309.0
110104,FOR,PG25LA126DB00,25 LV ALUNO INF 2 ANOS 1O VOL DB,01,78.0
110104,FOR,PG25LA126DL00,25 LV ALUNO INF 2 ANOS 1O VOL DOM BOSCO BALSA,01,3.0
110104,FOR,PG25LA126EE00,25 LV ALUNO INF 2 ANOS 1O VOL ELO,01,16.0
110102,JDI,PG25LA126GA00,25 LV ALUNO INF 2 ANOS 1O VOL GABARITO MG,01,6.0
110102,JDI,PG25LA126MJ00,25 LV ALUNO INF 2 ANOS 1O VOL MAXX JUNIOR,01,15.0
110104,FOR,PG25LA126PT00,25 LV ALUNO INF 2 ANOS 1O VOL PET CURSOS,01,7.0
110102,JDI,PG25LA126RV00,25 LV ALUNO INF 2 ANOS 1O VOL REDE VIVO,01,115.0
110102,JDI,PG25LA126SD00,25 LV ALUNO INF 2 ANOS 1O VOL SAE,01,396.0
110104,FOR,PG25LA126SD00,25 LV ALUNO INF 2 ANOS 1O VOL SAE,01,83.0
110104,FOR,PG25LA126SE00,25 LV ALUNO INF 2 ANOS 1O VOL SECULO,01,25.0
110104,FOR,PG25LA126ST00,25 LV ALUNO INF 2 ANOS 1O VOL STATUS,01,10.0
110102,JDI,PG25LA126ZA00,25 LV ALUNO INF 2 ANOS 1O VOL MELLO DANTE,01,14.0
110102,JDI,PG25LA126ZU00,25 LV ALUNO INF 2 ANOS 1O VOL CELLULA MATER,01,10.0
110102,JDI,PG25LA135SDIA,25 LV ALUNO INF 3 ANOS ANUAL SAE INGLES AMPLIADO,01,1.0
110102,JDI,PG25LA136DB00,25 LV ALUNO INF 3 ANOS 1O VOL DB,01,404.0
110104,FOR,PG25LA136DB00,25 LV ALUNO INF 3 ANOS 1O VOL DB,01,199.0
110104,FOR,PG25LA136DL00,25 LV ALUNO INF 3 ANOS 1O VOL DOM BOSCO BALSA,01,16.0
110104,FOR,PG25LA136EE00,25 LV ALUNO INF 3 ANOS 1O VOL ELO,01,16.0
110102,JDI,PG25LA136FL00,25 LV ALUNO INF 3 ANOS 1O VOL FILOMENA,01,8.0
110102,JDI,PG25LA136GA00,25 LV ALUNO INF 3 ANOS 1O VOL GABARITO MG,01,4.0
110102,JDI,PG25LA136MJ00,25 LV ALUNO INF 3 ANOS 1O VOL MAXX JUNIOR,01,13.0
110104,FOR,PG25LA136PT00,25 LV ALUNO INF 3 ANOS 1O VOL PET CURSOS,01,3.0
110104,FOR,PG25LA136RO00,25 LV ALUNO INF 3 ANOS 1O VOL ROSALVO,01,8.0
110102,JDI,PG25LA136RV00,25 LV ALUNO INF 3 ANOS 1O VOL REDE VIVO,01,117.0
110102,JDI,PG25LA136SD00,25 LV ALUNO INF 3 ANOS 1O VOL SAE,01,38.0
110104,FOR,PG25LA136SD00,25 LV ALUNO INF 3 ANOS 1O VOL SAE,01,31.0
110102,JDI,PG25LA136SD0A,25 LV ALUNO INF 3 ANOS 1O VOL 1 SAE AMPLIADO,01,1.0
110104,FOR,PG25LA136SE00,25 LV ALUNO INF 3 ANOS 1O VOL SECULO,01,17.0
110104,FOR,PG25LA136ST00,25 LV ALUNO INF 3 ANOS 1O VOL STATUS,01,10.0
110102,JDI,PG25LA136ZA00,25 LV ALUNO INF 3 ANOS 1O VOL MELLO DANTE,01,18.0
110104,FOR,PG25LA145SDIA,25 LV ALUNO INF 4 ANOS ANUAL SAE INGLES AMPLIADO,01,2.0
110102,JDI,PG25LA146DB00,25 LV ALUNO INF 4 ANOS 1O VOL DB,01,578.0
110104,FOR,PG25LA146DB00,25 LV ALUNO INF 4 ANOS 1O VOL DB,01,165.0
110104,FOR,PG25LA146DL00,25 LV ALUNO INF 4 ANOS 1O VOL DOM BOSCO BALSA,01,4.0
110104,FOR,PG25LA146EE00,25 LV ALUNO INF 4 ANOS 1O VOL ELO,01,5.0
110102,JDI,PG25LA146FL00,25 LV ALUNO INF 4 ANOS 1O VOL FILOMENA,01,6.0
110102,JDI,PG25LA146GA00,25 LV ALUNO INF 4 ANOS 1O VOL GABARITO MG,01,2.0
110102,JDI,PG25LA146MJ00,25 LV ALUNO INF 4 ANOS 1O VOL MAXX JUNIOR,01,21.0
110104,FOR,PG25LA146PT00,25 LV ALUNO INF 4 ANOS 1O VOL PET CURSOS,01,15.0
110104,FOR,PG25LA146RO00,25 LV ALUNO INF 4 ANOS 1O VOL ROSALVO,01,16.0
110102,JDI,PG25LA146RV00,25 LV ALUNO INF 4 ANOS 1O VOL REDE VIVO,01,137.0
110102,JDI,PG25LA146SD00,25 LV ALUNO INF 4 ANOS 1O VOL SAE,01,259.0
110104,FOR,PG25LA146SD00,25 LV ALUNO INF 4 ANOS 1O VOL SAE,01,107.0
110104,FOR,PG25LA146SE00,25 LV ALUNO INF 4 ANOS 1O VOL SECULO,01,46.0
110104,FOR,PG25LA146ST00,25 LV ALUNO INF 4 ANOS 1O VOL STATUS,01,12.0
110102,JDI,PG25LA146TA00,25 LV ALUNO INF 4 ANOS 1O VOL TAMANDARE,01,37.0
110102,JDI,PG25LA146ZA00,25 LV ALUNO INF 4 ANOS 1O VOL MELLO DANTE,01,35.0
110102,JDI,PG25LA146ZS00,25 LV ALUNO INF 4 ANOS 1O VOL FATO,01,9.0
110102,JDI,PG25LA146ZU00,25 LV ALUNO INF 4 ANOS 1O VOL CELLULA MATER,01,4.0
110104,FOR,PG25LA155SDIA,25 LV ALUNO INF 5 ANOS SAE INGLES AMPLIADO VOL 1,01,1.0
110102,JDI,PG25LA156DB00,25 LV ALUNO INF 5 ANOS 1O VOL DB,01,336.0
110104,FOR,PG25LA156DB00,25 LV ALUNO INF 5 ANOS 1O VOL DB,01,192.0
110104,FOR,PG25LA156DL00,25 LV ALUNO INF 5 ANOS 1O VOL DOM BOSCO BALSA,01,7.0
110104,FOR,PG25LA156EE00,25 LV ALUNO INF 5 ANOS 1O VOL ELO,01,33.0
110102,JDI,PG25LA156FL00,25 LV ALUNO INF 5 ANOS 1O VOL FILOMENA,01,18.0
110102,JDI,PG25LA156GA00,25 LV ALUNO INF 5 ANOS 1O VOL GABARITO MG,01,5.0
110102,JDI,PG25LA156MJ00,25 LV ALUNO INF 5 ANOS 1O VOL MAXX JUNIOR,01,29.0
110104,FOR,PG25LA156PT00,25 LV ALUNO INF 5 ANOS 1O VOL PET CURSOS,01,5.0
110104,FOR,PG25LA156RO00,25 LV ALUNO INF 5 ANOS 1O VOL ROSALVO,01,27.0
110102,JDI,PG25LA156RV00,25 LV ALUNO INF 5 ANOS 1O VOL REDE VIVO,01,151.0
110102,JDI,PG25LA156SD00,25 LV ALUNO INF 5 ANOS 1O VOL SAE,01,24.0
110104,FOR,PG25LA156SD00,25 LV ALUNO INF 5 ANOS 1O VOL SAE,01,34.0
110102,JDI,PG25LA156SD0A,25 LV ALUNO INF 5 ANOS 1O VOL SAE AMPLIADO,01,2.0
110104,FOR,PG25LA156SE00,25 LV ALUNO INF 5 ANOS 1O VOL SECULO,01,11.0
110104,FOR,PG25LA156ST00,25 LV ALUNO INF 5 ANOS 1O VOL STATUS,01,14.0
110102,JDI,PG25LA156TA00,25 LV ALUNO INF 5 ANOS 1O VOL TAMANDARE,01,59.0
110102,JDI,PG25LA156ZA00,25 LV ALUNO INF 5 ANOS 1O VOL MELLO DANTE,01,38.0
110102,JDI,PG25LA156ZS00,25 LV ALUNO INF 5 ANOS 1O VOL FATO,01,3.0
110102,JDI,PG25LA156ZU00,25 LV ALUNO INF 5 ANOS 1O VOL CELLULA MATER,01,1.0
110102,JDI,PG25LA211CM00,25 LV ALUNO EF1 1O ANO 1O BI CAMILA MOREIRA,01,27.0
110102,JDI,PG25LA211DB00,25 LV ALUNO EF1 1O ANO 1O BI DB,01,364.0
110104,FOR,PG25LA211DB00,25 LV ALUNO EF1 1O ANO 1O BI DB,01,215.0
110104,FOR,PG25LA211DL00,25 LV ALUNO EF1 1O ANO 1O BI DOM BOSCO BALSA,01,2.0
110102,JDI,PG25LA211FL00,25 LV ALUNO EF1 1O ANO 1O BI FILOMENA,01,12.0
110102,JDI,PG25LA211GA00,25 LV ALUNO EF1 1O ANO 1O BI GABARITO MG,01,46.0
110102,JDI,PG25LA211GR00,25 LV ALUNO EF1 1O ANO 1O BI GABARITO RS,01,35.0
110102,JDI,PG25LA211MA00,25 LV ALUNO EF1 1O ANO 1O BI MACK,01,1.0
110102,JDI,PG25LA211MJ00,25 LV ALUNO EF1 1O ANO 1O BI MAXX JUNIOR,01,18.0
110104,FOR,PG25LA211PT00,25 LV ALUNO EF1 1O ANO 1O BI PET CURSOS,01,7.0
110104,FOR,PG25LA211RA00,25 LV ALUNO EF1 1O ANO 1O BI REDE AGNUS,01,15.0
110104,FOR,PG25LA211RAM0,25 LV ALUNO EF1 1O ANO 1O BI REDE AGNUS MATEMATICA,01,15.0
110104,FOR,PG25LA211RAP0,25 LV ALUNO EF1 1O ANO 1O BI REDE AGNUS PORTUGUES,01,15.0
110104,FOR,PG25LA211RO00,25 LV ALUNO EF1 1O ANO 1O BI ROSALVO,01,6.0
110102,JDI,PG25LA211SA00,25 LV ALUNO EF1 1O ANO 1O BI SANTO ANJO,01,37.0
110102,JDI,PG25LA211SD00,25 LV ALUNO EF1 1O ANO 1O BI SAE,01,164.0
110104,FOR,PG25LA211SD00,25 LV ALUNO EF1 1O ANO 1O BI SAE,01,85.0
110104,FOR,PG25LA211SE00,25 LV ALUNO EF1 1O ANO 1O BI SECULO,01,13.0
110104,FOR,PG25LA211ST00,25 LV ALUNO EF1 1O ANO 1O BI STATUS,01,16.0
110102,JDI,PG25LA211TA00,25 LV ALUNO EF1 1O ANO 1O BI TAMANDARE,01,119.0
110102,JDI,PG25LA211ZS00,25 LV ALUNO EF1 1O ANO 1O BI FATO,01,4.0
110102,JDI,PG25LA211ZU00,25 LV ALUNO EF1 1O ANO 1O BI CELLULA MATER,01,12.0
110102,JDI,PG25LA212CM00,25 LV ALUNO EF1 1O ANO 2O BI CAMILA MOREIRA,01,66.0
110102,JDI,PG25LA212DB00,25 LV ALUNO EF1 1O ANO 2O BI DB,01,38.0
110104,FOR,PG25LA212DB00,25 LV ALUNO EF1 1O ANO 2O BI DB,01,133.0
110104,FOR,PG25LA212DL00,25 LV ALUNO EF1 1O ANO 2O BI DOM BOSCO BALSA,01,12.0
110104,FOR,PG25LA212EE00,25 LV ALUNO EF1 1O ANO 2O BI ELO,01,67.0
110102,JDI,PG25LA212GA00,25 LV ALUNO EF1 1O ANO 2O BI GABARITO MG,01,108.0
110102,JDI,PG25LA212GR00,25 LV ALUNO EF1 1O ANO 2O BI GABARITO RS,01,11.0
110102,JDI,PG25LA212MA00,25 LV ALUNO EF1 1O ANO 2O BI MACK,01,7.0
110102,JDI,PG25LA212MJ00,25 LV ALUNO EF1 1O ANO 2O BI MAXX JUNIOR,01,37.0
110104,FOR,PG25LA212PT00,25 LV ALUNO EF1 1O ANO 2O BI PET CURSOS,01,10.0
110104,FOR,PG25LA212RA00,25 LV ALUNO EF1 1O ANO 2O BI REDE AGNUS,01,23.0
110104,FOR,PG25LA212RAM0,25 LV ALUNO EF1 1O ANO 2O BI REDE AGNUS MATEMATICA,01,23.0
110104,FOR,PG25LA212RAP0,25 LV ALUNO EF1 1O ANO 2O BI REDE AGNUS PORTUGUES,01,23.0
110104,FOR,PG25LA212RO00,25 LV ALUNO EF1 1O ANO 2O BI ROSALVO,01,3.0
110102,JDI,PG25LA212SA00,25 LV ALUNO EF1 1O ANO 2O BI SANTO ANJO,01,45.0
110102,JDI,PG25LA212SD00,25 LV ALUNO EF1 1O ANO 2O BI SAE,01,347.0
110104,FOR,PG25LA212SD00,25 LV ALUNO EF1 1O ANO 2O BI SAE,01,986.0
110104,FOR,PG25LA212SE00,25 LV ALUNO EF1 1O ANO 2O BI SECULO,01,134.0
110102,JDI,PG25LA212TA00,25 LV ALUNO EF1 1O ANO 2O BI TAMANDARE,01,33.0
110102,JDI,PG25LA212ZS00,25 LV ALUNO EF1 1O ANO 2O BI FATO,01,1.0
110102,JDI,PG25LA212ZU00,25 LV ALUNO EF1 1O ANO 2O BI CELLULA MATER,01,4.0
110102,JDI,PG25LA215DBA0,25 LV ALUNO EF1 1O ANO VOL 1 DB ARTE,01,372.0
110104,FOR,PG25LA215DBA0,25 LV ALUNO EF1 1O ANO VOL 1 DB ARTE,01,212.0
110102,JDI,PG25LA215DBW0,25 LV ALUNO EF1 1O ANO VOL 1 DB FILOSOFIA,01,364.0
110104,FOR,PG25LA215DBW0,25 LV ALUNO EF1 1O ANO VOL 1 DB FILOSOFIA,01,212.0
110102,JDI,PG25LA215SDA0,25 LV ALUNO EF1 1O ANO VOL 1 SAE ARTE,01,549.0
110104,FOR,PG25LA215SDA0,25 LV ALUNO EF1 1O ANO VOL 1 SAE ARTE,01,132.0
110102,JDI,PG25LA215SDW0,25 LV ALUNO EF1 1O ANO VOL 1 SAE FILOSOFIA,01,632.0
110104,FOR,PG25LA215SDW0,25 LV ALUNO EF1 1O ANO VOL 1 SAE FILOSOFIA,01,131.0
110102,JDI,PG25LA221CM00,25 LV ALUNO EF1 2O ANO 1O BI CAMILA MOREIRA,01,23.0
110102,JDI,PG25LA221DB00,25 LV ALUNO EF1 2O ANO 1O BI DB,01,291.0
110104,FOR,PG25LA221DB00,25 LV ALUNO EF1 2O ANO 1O BI DB,01,133.0
110104,FOR,PG25LA221DL00,25 LV ALUNO EF1 2O ANO 1O BI DOM BOSCO BALSA,01,6.0
110104,FOR,PG25LA221EE00,25 LV ALUNO EF1 2O ANO 1O BI ELO,01,10.0
110102,JDI,PG25LA221FL00,25 LV ALUNO EF1 2O ANO 1O BI FILOMENA,01,14.0
110102,JDI,PG25LA221GA00,25 LV ALUNO EF1 2O ANO 1O BI GABARITO MG,01,38.0
110102,JDI,PG25LA221GR00,25 LV ALUNO EF1 2O ANO 1O BI GABARITO RS,01,15.0
110102,JDI,PG25LA221MA00,25 LV ALUNO EF1 2O ANO 1O BI MACK,01,6.0
110102,JDI,PG25LA221MJ00,25 LV ALUNO EF1 2O ANO 1O BI MAXX JUNIOR,01,38.0
110104,FOR,PG25LA221PT00,25 LV ALUNO EF1 2O ANO 1O BI PET CURSOS,01,1.0
110104,FOR,PG25LA221RA00,25 LV ALUNO EF1 2O ANO 1O BI REDE AGNUS,01,30.0
110104,FOR,PG25LA221RAM0,25 LV ALUNO EF1 2O ANO 1O BI REDE AGNUS MATEMATICA,01,25.0
110104,FOR,PG25LA221RAP0,25 LV ALUNO EF1 2O ANO 1O BI REDE AGNUS PORTUGUES,01,25.0
110104,FOR,PG25LA221RO00,25 LV ALUNO EF1 2O ANO 1O BI ROSALVO,01,9.0
110102,JDI,PG25LA221RV00,25 LV ALUNO EF1 2O ANO 1O BI REDE VIVO,01,209.0
110102,JDI,PG25LA221SA00,25 LV ALUNO EF1 2O ANO 1O BI SANTO ANJO,01,46.0
110102,JDI,PG25LA221SD00,25 LV ALUNO EF1 2O ANO 1O BI SAE,01,245.0
110104,FOR,PG25LA221SD00,25 LV ALUNO EF1 2O ANO 1O BI SAE,01,105.0
110104,FOR,PG25LA221SE00,25 LV ALUNO EF1 2O ANO 1O BI SECULO,01,15.0
110104,FOR,PG25LA221ST00,25 LV ALUNO EF1 2O ANO 1O BI STATUS,01,23.0
110102,JDI,PG25LA221TA00,25 LV ALUNO EF1 2O ANO 1O BI TAMANDARE,01,5.0
110102,JDI,PG25LA221ZA00,25 LV ALUNO EF1 2O ANO 1O BI MELLO DANTE,01,41.0
110102,JDI,PG25LA221ZS00,25 LV ALUNO EF1 2O ANO 1O BI FATO,01,7.0
110102,JDI,PG25LA221ZU00,25 LV ALUNO EF1 2O ANO 1O BI CELLULA MATER,01,4.0
110102,JDI,PG25LA222CM00,25 LV ALUNO EF1 2O ANO 2O BI CAMILA MOREIRA,01,27.0
110102,JDI,PG25LA222DB00,25 LV ALUNO EF1 2O ANO 2O BI DB,01,121.0
110104,FOR,PG25LA222DB00,25 LV ALUNO EF1 2O ANO 2O BI DB,01,155.0
110104,FOR,PG25LA222DL00,25 LV ALUNO EF1 2O ANO 2O BI DOM BOSCO BALSA,01,11.0
